Mod:Item:MetaData, Localized Name
flatcoloredblocks:flatcoloredblock_glowing0_17:10, Glowing Dark Lime Block #282
flatcoloredblocks:flatcoloredblock_glowing0_17:11, Glowing Dark Lime Block #283
flatcoloredblocks:flatcoloredblock_glowing0_17:12, Glowing Lime Block #284
flatcoloredblocks:flatcoloredblock_glowing0_17:13, Glowing Lime Block #285
flatcoloredblocks:flatcoloredblock_glowing0_17:14, Glowing Lime Block #286
flatcoloredblocks:flatcoloredblock_glowing0_17:15, Glowing Light Lime Block #287
flatcoloredblocks:flatcoloredblock_glowing0_18:0, Glowing Light Lime Block #288
flatcoloredblocks:flatcoloredblock_glowing0_18:1, Glowing Light Lime Block #289
flatcoloredblocks:flatcoloredblock_glowing0_18:2, Glowing Dark Lime Block #290
flatcoloredblocks:flatcoloredblock_glowing0_18:3, Glowing Dark Lime Block #291
flatcoloredblocks:flatcoloredblock_glowing0_18:4, Glowing Dark Lime Block #292
flatcoloredblocks:flatcoloredblock_glowing0_18:5, Glowing Dark Lime Block #293
flatcoloredblocks:flatcoloredblock_glowing0_18:6, Glowing Lime Block #294
flatcoloredblocks:flatcoloredblock_glowing0_18:7, Glowing Lime Block #295
flatcoloredblocks:flatcoloredblock_glowing0_18:8, Glowing Lime Block #296
flatcoloredblocks:flatcoloredblock_glowing0_18:9, Glowing Light Lime Block #297
flatcoloredblocks:flatcoloredblock_glowing0_18:10, Glowing Light Lime Block #298
flatcoloredblocks:flatcoloredblock_glowing0_18:11, Glowing Light Lime Block #299
flatcoloredblocks:flatcoloredblock_glowing0_18:12, Glowing Dark Lime Block #300
flatcoloredblocks:flatcoloredblock_glowing0_18:13, Glowing Dark Lime Block #301
flatcoloredblocks:flatcoloredblock_glowing0_18:14, Glowing Dark Lime Block #302
flatcoloredblocks:flatcoloredblock_glowing0_18:15, Glowing Dark Lime Block #303
flatcoloredblocks:flatcoloredblock_glowing0_19:0, Glowing Lime Block #304
flatcoloredblocks:flatcoloredblock_glowing0_19:1, Glowing Lime Block #305
flatcoloredblocks:flatcoloredblock_glowing0_19:2, Glowing Lime Block #306
flatcoloredblocks:flatcoloredblock_glowing0_19:3, Glowing Lime Block #307
flatcoloredblocks:flatcoloredblock_glowing0_19:4, Glowing Lime Block #308
flatcoloredblocks:flatcoloredblock_glowing0_19:5, Glowing Lime Block #309
flatcoloredblocks:flatcoloredblock_glowing0_19:6, Glowing Dark Lime Block #310
flatcoloredblocks:flatcoloredblock_glowing0_19:7, Glowing Dark Lime Block #311
flatcoloredblocks:flatcoloredblock_glowing0_19:8, Glowing Dark Lime Block #312
flatcoloredblocks:flatcoloredblock_glowing0_19:9, Glowing Dark Lime Block #313
flatcoloredblocks:flatcoloredblock_glowing0_19:10, Glowing Lime Block #314
flatcoloredblocks:flatcoloredblock_glowing0_19:11, Glowing Lime Block #315
flatcoloredblocks:flatcoloredblock_glowing0_19:12, Glowing Lime Block #316
flatcoloredblocks:flatcoloredblock_glowing0_19:13, Glowing Lime Block #317
flatcoloredblocks:flatcoloredblock_glowing0_19:14, Glowing Lime Block #318
flatcoloredblocks:flatcoloredblock_glowing0_19:15, Glowing Lime Block #319
flatcoloredblocks:flatcoloredblock_glowing0_20:0, Glowing Dark Lime Block #320
flatcoloredblocks:flatcoloredblock_glowing0_20:1, Glowing Dark Lime Block #321
flatcoloredblocks:flatcoloredblock_glowing0_20:2, Glowing Dark Lime Block #322
flatcoloredblocks:flatcoloredblock_glowing0_20:3, Glowing Dark Lime Block #323
flatcoloredblocks:flatcoloredblock_glowing0_20:4, Glowing Lime Block #324
flatcoloredblocks:flatcoloredblock_glowing0_20:5, Glowing Lime Block #325
flatcoloredblocks:flatcoloredblock_glowing0_20:6, Glowing Lime Block #326
flatcoloredblocks:flatcoloredblock_glowing0_20:7, Glowing Light Lime Block #327
flatcoloredblocks:flatcoloredblock_glowing0_20:8, Glowing Light Lime Block #328
flatcoloredblocks:flatcoloredblock_glowing0_20:9, Glowing Light Lime Block #329
flatcoloredblocks:flatcoloredblock_glowing0_20:10, Glowing Dark Lime Block #330
flatcoloredblocks:flatcoloredblock_glowing0_20:11, Glowing Dark Lime Block #331
flatcoloredblocks:flatcoloredblock_glowing0_20:12, Glowing Dark Lime Block #332
flatcoloredblocks:flatcoloredblock_glowing0_20:13, Glowing Dark Lime Block #333
flatcoloredblocks:flatcoloredblock_glowing0_20:14, Glowing Lime Block #334
flatcoloredblocks:flatcoloredblock_glowing0_20:15, Glowing Lime Block #335
flatcoloredblocks:flatcoloredblock_glowing0_21:0, Glowing Lime Block #336
flatcoloredblocks:flatcoloredblock_glowing0_21:1, Glowing Light Lime Block #337
flatcoloredblocks:flatcoloredblock_glowing0_21:2, Glowing Light Lime Block #338
flatcoloredblocks:flatcoloredblock_glowing0_21:3, Glowing Light Lime Block #339
flatcoloredblocks:flatcoloredblock_glowing0_21:4, Glowing Dark Lime Block #340
flatcoloredblocks:flatcoloredblock_glowing0_21:5, Glowing Dark Lime Block #341
flatcoloredblocks:flatcoloredblock_glowing0_21:6, Glowing Dark Lime Block #342
flatcoloredblocks:flatcoloredblock_glowing0_21:7, Glowing Dark Lime Block #343
flatcoloredblocks:flatcoloredblock_glowing0_21:8, Glowing Lime Block #344
flatcoloredblocks:flatcoloredblock_glowing0_21:9, Glowing Lime Block #345
flatcoloredblocks:flatcoloredblock_glowing0_21:10, Glowing Lime Block #346
flatcoloredblocks:flatcoloredblock_glowing0_21:11, Glowing Lime Block #347
flatcoloredblocks:flatcoloredblock_glowing0_21:12, Glowing Lime Block #348
flatcoloredblocks:flatcoloredblock_glowing0_21:13, Glowing Lime Block #349
flatcoloredblocks:flatcoloredblock_glowing0_21:14, Glowing Dark Lime Block #350
flatcoloredblocks:flatcoloredblock_glowing0_21:15, Glowing Dark Lime Block #351
flatcoloredblocks:flatcoloredblock_glowing0_22:0, Glowing Dark Lime Block #352
flatcoloredblocks:flatcoloredblock_glowing0_22:1, Glowing Dark Lime Block #353
flatcoloredblocks:flatcoloredblock_glowing0_22:2, Glowing Lime Block #354
flatcoloredblocks:flatcoloredblock_glowing0_22:3, Glowing Lime Block #355
flatcoloredblocks:flatcoloredblock_glowing0_22:4, Glowing Lime Block #356
flatcoloredblocks:flatcoloredblock_glowing0_22:5, Glowing Lime Block #357
flatcoloredblocks:flatcoloredblock_glowing0_22:6, Glowing Lime Block #358
flatcoloredblocks:flatcoloredblock_glowing0_22:7, Glowing Lime Block #359
flatcoloredblocks:flatcoloredblock_glowing0_22:8, Glowing Dark Green Block #360
flatcoloredblocks:flatcoloredblock_glowing0_22:9, Glowing Dark Green Block #361
flatcoloredblocks:flatcoloredblock_glowing0_22:10, Glowing Dark Green Block #362
flatcoloredblocks:flatcoloredblock_glowing0_22:11, Glowing Dark Green Block #363
flatcoloredblocks:flatcoloredblock_glowing0_22:12, Glowing Green Block #364
flatcoloredblocks:flatcoloredblock_glowing0_22:13, Glowing Green Block #365
flatcoloredblocks:flatcoloredblock_glowing0_22:14, Glowing Green Block #366
flatcoloredblocks:flatcoloredblock_glowing0_22:15, Glowing Light Green Block #367
flatcoloredblocks:flatcoloredblock_glowing0_23:0, Glowing Light Green Block #368
flatcoloredblocks:flatcoloredblock_glowing0_23:1, Glowing Light Green Block #369
flatcoloredblocks:flatcoloredblock_glowing0_23:2, Glowing Dark Green Block #370
flatcoloredblocks:flatcoloredblock_glowing0_23:3, Glowing Dark Green Block #371
flatcoloredblocks:flatcoloredblock_glowing0_23:4, Glowing Dark Green Block #372
flatcoloredblocks:flatcoloredblock_glowing0_23:5, Glowing Dark Green Block #373
flatcoloredblocks:flatcoloredblock_glowing0_23:6, Glowing Green Block #374
flatcoloredblocks:flatcoloredblock_glowing0_23:7, Glowing Green Block #375
flatcoloredblocks:flatcoloredblock_glowing0_23:8, Glowing Green Block #376
flatcoloredblocks:flatcoloredblock_glowing0_23:9, Glowing Light Green Block #377
flatcoloredblocks:flatcoloredblock_glowing0_23:10, Glowing Light Green Block #378
flatcoloredblocks:flatcoloredblock_glowing0_23:11, Glowing Light Green Block #379
flatcoloredblocks:flatcoloredblock_glowing0_23:12, Glowing Dark Green Block #380
flatcoloredblocks:flatcoloredblock_glowing0_23:13, Glowing Dark Green Block #381
flatcoloredblocks:flatcoloredblock_glowing0_23:14, Glowing Dark Green Block #382
flatcoloredblocks:flatcoloredblock_glowing0_23:15, Glowing Dark Green Block #383
flatcoloredblocks:flatcoloredblock_glowing0_24:0, Glowing Green Block #384
flatcoloredblocks:flatcoloredblock_glowing0_24:1, Glowing Green Block #385
flatcoloredblocks:flatcoloredblock_glowing0_24:2, Glowing Green Block #386
flatcoloredblocks:flatcoloredblock_glowing0_24:3, Glowing Green Block #387
flatcoloredblocks:flatcoloredblock_glowing0_24:4, Glowing Green Block #388
flatcoloredblocks:flatcoloredblock_glowing0_24:5, Glowing Green Block #389
flatcoloredblocks:flatcoloredblock_glowing0_24:6, Glowing Dark Green Block #390
flatcoloredblocks:flatcoloredblock_glowing0_24:7, Glowing Dark Green Block #391
flatcoloredblocks:flatcoloredblock_glowing0_24:8, Glowing Dark Green Block #392
flatcoloredblocks:flatcoloredblock_glowing0_24:9, Glowing Dark Green Block #393
flatcoloredblocks:flatcoloredblock_glowing0_24:10, Glowing Green Block #394
flatcoloredblocks:flatcoloredblock_glowing0_24:11, Glowing Green Block #395
flatcoloredblocks:flatcoloredblock_glowing0_24:12, Glowing Green Block #396
flatcoloredblocks:flatcoloredblock_glowing0_24:13, Glowing Green Block #397
flatcoloredblocks:flatcoloredblock_glowing0_24:14, Glowing Green Block #398
flatcoloredblocks:flatcoloredblock_glowing0_24:15, Glowing Green Block #399
flatcoloredblocks:flatcoloredblock_glowing0_25:0, Glowing Dark Green Block #400
flatcoloredblocks:flatcoloredblock_glowing0_25:1, Glowing Dark Green Block #401
flatcoloredblocks:flatcoloredblock_glowing0_25:2, Glowing Dark Green Block #402
flatcoloredblocks:flatcoloredblock_glowing0_25:3, Glowing Dark Green Block #403
flatcoloredblocks:flatcoloredblock_glowing0_25:4, Glowing Green Block #404
flatcoloredblocks:flatcoloredblock_glowing0_25:5, Glowing Green Block #405
flatcoloredblocks:flatcoloredblock_glowing0_25:6, Glowing Green Block #406
flatcoloredblocks:flatcoloredblock_glowing0_25:7, Glowing Light Green Block #407
flatcoloredblocks:flatcoloredblock_glowing0_25:8, Glowing Light Green Block #408
flatcoloredblocks:flatcoloredblock_glowing0_25:9, Glowing Light Green Block #409
flatcoloredblocks:flatcoloredblock_glowing0_25:10, Glowing Dark Green Block #410
flatcoloredblocks:flatcoloredblock_glowing0_25:11, Glowing Dark Green Block #411
flatcoloredblocks:flatcoloredblock_glowing0_25:12, Glowing Dark Green Block #412
flatcoloredblocks:flatcoloredblock_glowing0_25:13, Glowing Dark Green Block #413
flatcoloredblocks:flatcoloredblock_glowing0_25:14, Glowing Green Block #414
flatcoloredblocks:flatcoloredblock_glowing0_25:15, Glowing Green Block #415
flatcoloredblocks:flatcoloredblock_glowing0_26:0, Glowing Green Block #416
flatcoloredblocks:flatcoloredblock_glowing0_26:1, Glowing Light Green Block #417
flatcoloredblocks:flatcoloredblock_glowing0_26:2, Glowing Light Green Block #418
flatcoloredblocks:flatcoloredblock_glowing0_26:3, Glowing Light Green Block #419
flatcoloredblocks:flatcoloredblock_glowing0_26:4, Glowing Dark Green Block #420
flatcoloredblocks:flatcoloredblock_glowing0_26:5, Glowing Dark Green Block #421
flatcoloredblocks:flatcoloredblock_glowing0_26:6, Glowing Dark Green Block #422
flatcoloredblocks:flatcoloredblock_glowing0_26:7, Glowing Dark Green Block #423
flatcoloredblocks:flatcoloredblock_glowing0_26:8, Glowing Green Block #424
flatcoloredblocks:flatcoloredblock_glowing0_26:9, Glowing Green Block #425
flatcoloredblocks:flatcoloredblock_glowing0_26:10, Glowing Green Block #426
flatcoloredblocks:flatcoloredblock_glowing0_26:11, Glowing Green Block #427
flatcoloredblocks:flatcoloredblock_glowing0_26:12, Glowing Green Block #428
flatcoloredblocks:flatcoloredblock_glowing0_26:13, Glowing Green Block #429
flatcoloredblocks:flatcoloredblock_glowing0_26:14, Glowing Dark Green Block #430
flatcoloredblocks:flatcoloredblock_glowing0_26:15, Glowing Dark Green Block #431
flatcoloredblocks:flatcoloredblock_glowing0_27:0, Glowing Dark Green Block #432
flatcoloredblocks:flatcoloredblock_glowing0_27:1, Glowing Dark Green Block #433
flatcoloredblocks:flatcoloredblock_glowing0_27:2, Glowing Green Block #434
flatcoloredblocks:flatcoloredblock_glowing0_27:3, Glowing Green Block #435
flatcoloredblocks:flatcoloredblock_glowing0_27:4, Glowing Green Block #436
flatcoloredblocks:flatcoloredblock_glowing0_27:5, Glowing Green Block #437
flatcoloredblocks:flatcoloredblock_glowing0_27:6, Glowing Green Block #438
flatcoloredblocks:flatcoloredblock_glowing0_27:7, Glowing Green Block #439
flatcoloredblocks:flatcoloredblock_glowing0_27:8, Glowing Dark Green Block #440
flatcoloredblocks:flatcoloredblock_glowing0_27:9, Glowing Dark Green Block #441
flatcoloredblocks:flatcoloredblock_glowing0_27:10, Glowing Dark Green Block #442
flatcoloredblocks:flatcoloredblock_glowing0_27:11, Glowing Dark Green Block #443
flatcoloredblocks:flatcoloredblock_glowing0_27:12, Glowing Green Block #444
flatcoloredblocks:flatcoloredblock_glowing0_27:13, Glowing Green Block #445
flatcoloredblocks:flatcoloredblock_glowing0_27:14, Glowing Green Block #446
flatcoloredblocks:flatcoloredblock_glowing0_27:15, Glowing Light Green Block #447
flatcoloredblocks:flatcoloredblock_glowing0_28:0, Glowing Light Green Block #448
flatcoloredblocks:flatcoloredblock_glowing0_28:1, Glowing Light Green Block #449
flatcoloredblocks:flatcoloredblock_glowing0_28:2, Glowing Dark Green Block #450
flatcoloredblocks:flatcoloredblock_glowing0_28:3, Glowing Dark Green Block #451
flatcoloredblocks:flatcoloredblock_glowing0_28:4, Glowing Dark Green Block #452
flatcoloredblocks:flatcoloredblock_glowing0_28:5, Glowing Dark Green Block #453
flatcoloredblocks:flatcoloredblock_glowing0_28:6, Glowing Green Block #454
flatcoloredblocks:flatcoloredblock_glowing0_28:7, Glowing Green Block #455
flatcoloredblocks:flatcoloredblock_glowing0_28:8, Glowing Green Block #456
flatcoloredblocks:flatcoloredblock_glowing0_28:9, Glowing Light Green Block #457
flatcoloredblocks:flatcoloredblock_glowing0_28:10, Glowing Light Green Block #458
flatcoloredblocks:flatcoloredblock_glowing0_28:11, Glowing Light Green Block #459
flatcoloredblocks:flatcoloredblock_glowing0_28:12, Glowing Dark Green Block #460
flatcoloredblocks:flatcoloredblock_glowing0_28:13, Glowing Dark Green Block #461
flatcoloredblocks:flatcoloredblock_glowing0_28:14, Glowing Dark Green Block #462
flatcoloredblocks:flatcoloredblock_glowing0_28:15, Glowing Dark Green Block #463
flatcoloredblocks:flatcoloredblock_glowing0_29:0, Glowing Green Block #464
flatcoloredblocks:flatcoloredblock_glowing0_29:1, Glowing Green Block #465
flatcoloredblocks:flatcoloredblock_glowing0_29:2, Glowing Green Block #466
flatcoloredblocks:flatcoloredblock_glowing0_29:3, Glowing Green Block #467
flatcoloredblocks:flatcoloredblock_glowing0_29:4, Glowing Green Block #468
flatcoloredblocks:flatcoloredblock_glowing0_29:5, Glowing Green Block #469
flatcoloredblocks:flatcoloredblock_glowing0_29:6, Glowing Dark Green Block #470
flatcoloredblocks:flatcoloredblock_glowing0_29:7, Glowing Dark Green Block #471
flatcoloredblocks:flatcoloredblock_glowing0_29:8, Glowing Dark Green Block #472
flatcoloredblocks:flatcoloredblock_glowing0_29:9, Glowing Dark Green Block #473
flatcoloredblocks:flatcoloredblock_glowing0_29:10, Glowing Green Block #474
flatcoloredblocks:flatcoloredblock_glowing0_29:11, Glowing Green Block #475
flatcoloredblocks:flatcoloredblock_glowing0_29:12, Glowing Green Block #476
flatcoloredblocks:flatcoloredblock_glowing0_29:13, Glowing Green Block #477
flatcoloredblocks:flatcoloredblock_glowing0_29:14, Glowing Green Block #478
flatcoloredblocks:flatcoloredblock_glowing0_29:15, Glowing Green Block #479
flatcoloredblocks:flatcoloredblock_glowing0_30:0, Glowing Dark Emerald Block #480
flatcoloredblocks:flatcoloredblock_glowing0_30:1, Glowing Dark Emerald Block #481
flatcoloredblocks:flatcoloredblock_glowing0_30:2, Glowing Dark Emerald Block #482
flatcoloredblocks:flatcoloredblock_glowing0_30:3, Glowing Dark Emerald Block #483
flatcoloredblocks:flatcoloredblock_glowing0_30:4, Glowing Emerald Block #484
flatcoloredblocks:flatcoloredblock_glowing0_30:5, Glowing Emerald Block #485
flatcoloredblocks:flatcoloredblock_glowing0_30:6, Glowing Emerald Block #486
flatcoloredblocks:flatcoloredblock_glowing0_30:7, Glowing Light Emerald Block #487
flatcoloredblocks:flatcoloredblock_glowing0_30:8, Glowing Light Emerald Block #488
flatcoloredblocks:flatcoloredblock_glowing0_30:9, Glowing Light Emerald Block #489
flatcoloredblocks:flatcoloredblock_glowing0_30:10, Glowing Dark Emerald Block #490
flatcoloredblocks:flatcoloredblock_glowing0_30:11, Glowing Dark Emerald Block #491
flatcoloredblocks:flatcoloredblock_glowing0_30:12, Glowing Dark Emerald Block #492
flatcoloredblocks:flatcoloredblock_glowing0_30:13, Glowing Dark Emerald Block #493
flatcoloredblocks:flatcoloredblock_glowing0_30:14, Glowing Emerald Block #494
flatcoloredblocks:flatcoloredblock_glowing0_30:15, Glowing Emerald Block #495
flatcoloredblocks:flatcoloredblock_glowing0_31:0, Glowing Emerald Block #496
flatcoloredblocks:flatcoloredblock_glowing0_31:1, Glowing Light Emerald Block #497
flatcoloredblocks:flatcoloredblock_glowing0_31:2, Glowing Light Emerald Block #498
flatcoloredblocks:flatcoloredblock_glowing0_31:3, Glowing Light Emerald Block #499
flatcoloredblocks:flatcoloredblock_glowing0_31:4, Glowing Dark Emerald Block #500
flatcoloredblocks:flatcoloredblock_glowing0_31:5, Glowing Dark Emerald Block #501
flatcoloredblocks:flatcoloredblock_glowing0_31:6, Glowing Dark Emerald Block #502
flatcoloredblocks:flatcoloredblock_glowing0_31:7, Glowing Dark Emerald Block #503
flatcoloredblocks:flatcoloredblock_glowing0_31:8, Glowing Emerald Block #504
flatcoloredblocks:flatcoloredblock_glowing0_31:9, Glowing Emerald Block #505
flatcoloredblocks:flatcoloredblock_glowing0_31:10, Glowing Emerald Block #506
flatcoloredblocks:flatcoloredblock_glowing0_31:11, Glowing Emerald Block #507
flatcoloredblocks:flatcoloredblock_glowing0_31:12, Glowing Emerald Block #508
flatcoloredblocks:flatcoloredblock_glowing0_31:13, Glowing Emerald Block #509
flatcoloredblocks:flatcoloredblock_glowing0_31:14, Glowing Dark Emerald Block #510
flatcoloredblocks:flatcoloredblock_glowing0_31:15, Glowing Dark Emerald Block #511
flatcoloredblocks:flatcoloredblock_glowing0_32:0, Glowing Dark Emerald Block #512
flatcoloredblocks:flatcoloredblock_glowing0_32:1, Glowing Dark Emerald Block #513
flatcoloredblocks:flatcoloredblock_glowing0_32:2, Glowing Emerald Block #514
flatcoloredblocks:flatcoloredblock_glowing0_32:3, Glowing Emerald Block #515
flatcoloredblocks:flatcoloredblock_glowing0_32:4, Glowing Emerald Block #516
flatcoloredblocks:flatcoloredblock_glowing0_32:5, Glowing Emerald Block #517
flatcoloredblocks:flatcoloredblock_glowing0_32:6, Glowing Emerald Block #518
